ID,lon,lat,Elev
0011960U3312,-78.64255837,44.53283732,267.7739
0011960U3313,-78.66755923,44.54089263,301.2745
0011960U3314,-78.69061569,44.53783669,288.0198
0011960U3315,-78.71978368,44.5400586,286.2878
0011960U3316,-78.73478445,44.54005846,267.8871
0011960U3320,-78.78756475,44.54089178,257.8326
0011960U3321,-78.7897872,44.5478362,263.0743
0011960U528,-78.20754161,44.56006064,237.8306
0011960U531,-78.7375623,44.53589178,255.7685
0011960U539,-78.54477727,44.53783737,250.0877
0011961U3056,-77.37056904,44.53895139,167.931
0011962U3001,-78.81478873,44.72783577,263.6533
0011965U001,-78.79256538,44.57283603,256.9894
0011970U486,-77.40696106,45.99783738,148.4043
0011970U487,-77.38918269,45.9845039,151.885
0011970U488,-77.38057134,45.97811493,145.3756
0011972U418,-78.20559712,44.55783841,242.119
0011972U419,-78.34560258,44.5550603,246.6621
0011973U3001,-78.81478873,44.72783577,266.3028
0011979U200,-77.55751803,44.65283996,257.6399
0011979U201,-77.57057393,44.67006228,272.6828
0011979U202,-77.58251868,44.68284017,282.655
0011979U203,-77.58251868,44.68284017,285.0686
0011979U204,-77.60168578,44.71450703,289.2723
0011979U205,-77.6105749,44.730896,298.8634
0011979U206,-77.61474165,44.74784051,322.2162
0011979U207,-77.61751976,44.76784056,307.4281
0011979U208,-77.61974219,44.77784058,314.1683
0011979U209,-77.62057564,44.79284059,314.0065
0011979U211,-77.61474195,44.82006277,319.6417
0011979U212,-77.64057619,44.82506287,312.6662
0011979U213,-77.64974304,44.83589627,324.3251
0011979U214,-77.66474347,44.85006301,314.8895
0011979U217,-77.71252336,44.90784102,346.107
0011979U218,-77.71974593,44.92506324,353.1481
0011979U219,-77.7325242,44.93589654,341.5032
0011979U220,-77.75058025,44.95784096,353.53
0011979U221,-77.75974707,44.97506336,359.2443
0011979U222,-77.7725252,44.98589682,348.2647
0011979U223,-77.78252549,44.99784135,359.299
0011979U224,-77.80058176,45.02089689,324.6739
0011979U225,-77.81252671,45.02784128,347.265
0011979U226,-77.82974977,45.04006342,337.5027
0011979U227,-77.83475019,45.04506327,331.3372
0011979U228,-77.85864111,45.05895115,326.3819
0011979U229,-77.86558686,45.13089677,348.6231
0011979U230,-77.88753293,45.15589655,357.8624
0011979U231,-77.94253682,45.23784047,395.4241
0011979U232,-77.9575372,45.25284057,403.2387
0011979U233,-77.98059353,45.27006289,398.7222
0011979U235,-78.02642838,45.29339641,409.4674
0011979U236,-78.04059546,45.31089646,410.6163
0011979U237,-78.04754007,45.32284094,421.9217
0011979U238,-78.05865144,45.34284099,441.7251
0011979U239,-78.07170735,45.3558966,461.232
0011979U240,-78.08254092,45.37506331,486.7043
0011979U241,-78.09365231,45.39006336,454.6755
0011979U242,-78.10170812,45.39700785,448.8452
0011979U243,-78.12254213,45.40506348,413.9676
0011979U244,-78.1397649,45.41506356,424.3706
0011979U245,-78.15559874,45.4228414,440.0082
0011979U246,-78.17254366,45.44284147,452.8616
0011979U247,-78.18976638,45.45784154,455.2598
0011979U248,-78.1906,45.47700801,454.0087
0011979U249,-78.23060142,45.4900637,421.7405
0011979U269,-78.85756886,44.71505777,279.585
0011979U270,-78.83756734,44.72005817,271.3586
0011979U271,-78.8156222,44.72505796,269.2913
0011979U273,-78.79478761,44.74005794,262.1647
0011979U274,-78.75561895,44.74283596,304.8021
0011979U275,-78.73561791,44.74783616,296.2237
0011979U276,-78.71061674,44.75505873,293.4185
0011979U277,-78.68561564,44.76005911,284.3323
0011979U279,-78.65783887,44.79006057,280.8556
0011979U280,-78.6597832,44.80506053,295.3688
0011979U281,-78.66756104,44.81783829,308.9718
0011979U282,-78.67478364,44.83283836,326.9135
0011979U283,-78.68256213,44.845894,328.9334
0011979U284,-78.69061988,44.86089378,327.2797
0011979U285,-78.70256601,44.87783789,325.8484
0011979U286,-78.70756697,44.8958931,339.7821
0011979U287,-78.64561655,44.78506061,288.4341
0011979U288,-78.63478323,44.79783852,301.4476
0011979U289,-78.61061567,44.80506069,309.8542
0011979U290,-78.59561509,44.80783842,297.5493
0011979U291,-78.58061448,44.81283836,307.5938
0011979U292,-78.56255818,44.82589384,293.2851
0011979U293,-78.55478011,44.84089381,297.8907
0011979U294,-78.54561306,44.85506042,295.6072
0011979U295,-78.53755711,44.87006035,301.7865
0011979U296,-78.51977861,44.87589353,297.2596
0011979U297,-78.50561134,44.88006004,301.3369
0011979U298,-78.48255432,44.89089276,334.9394
0011979U299,-78.46060892,44.89505913,323.4321
0011979U300,-78.43755255,44.90005929,329.2245
0011979U301,-78.40977394,44.90589334,325.6769
0011979U302,-78.37977284,44.90589447,325.7613
0011979U303,-78.35977204,44.91089454,329.3758
0011979U304,-78.3375491,44.92283914,366.0409
0011979U305,-78.33060446,44.92506145,359.731
0011979U306,-78.30060363,44.93506183,368.6662
0011979U307,-78.29476985,44.94589508,387.545
0011979U308,-78.28476882,44.96089481,389.4679
0011980U020,-78.5525578,44.84283824,300.1056
0011980U021,-78.5247788,44.87589358,296.9573
0011980U022,-78.50977817,44.88006008,301.766
0011980U023,-78.48060976,44.89283716,334.8365
0011980U024,-78.45255304,44.89783691,335.7338
119853012,-77.93225832,45.96311609,319.7306
00119853012A,-77.919758,45.96200492,319.5188
00119853012B,-77.919758,45.96200492,319.5674
00119853012C,-77.919758,45.96200492,320.0344
0011986U053,-78.06670689,45.96506108,232.4964
0011986U054,-78.07559607,45.96895,250.8089
0011986U055,-78.0797628,45.98006113,259.595
0011986U056,-78.08976306,45.9920056,267.3374
0011986U057,-78.10754142,46.00006121,268.0134
0011986U058,-78.12059742,46.00283904,270.2006
0011986U059,-78.13754241,46.01089465,280.2946
0011986U067,-77.98864864,45.96006077,264.019
0011986U068,-77.97670381,45.97006073,266.9293
0011986U069,-77.96475903,45.97506069,253.6826
0011986U071,-77.93364724,45.96506054,312.6328
0011986U072,-77.92059135,45.96394937,310.0652
0011993U675,-77.43140642,46.00672637,156.54
0011993U676,-77.39862744,45.99283732,148.1668
0011993U677,-77.3705711,45.96617043,155.2792
00119973002A,-78.21254178,44.56228287,247.4759
00119973002AZ,-78.20893055,44.56117175,246.2403
00119973002B,-78.21115284,44.56256065,243.4562
00119973002C,-78.21281956,44.56367177,244.152
0011997U002,-78.21226399,44.56283843,246.3481
0011998U057,-78.26365509,44.58783794,258.4724
819668517,-77.3697357,44.53672917,167.9987
819718447,-78.2164308,44.56339399,245.4042
819718448,-78.20143024,44.57172733,255.9703
819718449,-78.17809603,44.58006076,251.5485
819718450,-78.16309544,44.58839414,294.0714
819718451,-78.14476149,44.58839422,266.3794
819718452,-78.12809431,44.60506109,270.6863
819718453,-78.12976079,44.61339447,265.0108
819718454,-78.13476032,44.62506119,281.8835
819718455,-78.13642618,44.64172787,261.3392
819718456,-78.13309246,44.65506117,285.5968
819718457,-78.12975908,44.66672784,286.6962
819718458,-78.12475932,44.68006124,287.1484
819718459,-78.11975943,44.69172795,298.4036
819718460,-78.11975946,44.71339461,305.6869
819718461,-78.116426,44.72172793,301.2031
819718462,-78.10642564,44.73839458,298.9993
819718463,-78.09975881,44.74672796,302.5887
819718464,-78.08809177,44.7500613,300.1742
819718465,-78.08975854,44.76339464,302.2668
819718466,-78.0980921,44.77506131,330.581
819718467,-78.10642551,44.791728,351.8345
819718468,-78.10809214,44.8050613,345.2579
819718469,-78.10475862,44.81672793,346.4173
819718470,-78.10975859,44.83006128,357.4419
819718471,-78.11642536,44.83839464,365.0788
819718472,-78.11475861,44.84672795,358.6923
819718473,-78.11309204,44.86339458,336.5369
819718474,-78.10809197,44.87172792,339.52
819718475,-78.09809169,44.88839459,348.3123
819718476,-78.08475821,44.90506135,349.53
819718477,-78.0730918,44.92172814,363.0819
819718478,-78.06642539,44.93339494,352.2427
819718479,-78.05642532,44.94172841,349.4495
819718480,-78.04309158,44.94672852,351.7496
819718481,-78.02475767,44.95006194,357.134
819718482,-78.01142394,44.9583953,356.9438
819718484,-77.97308939,44.98006194,347.0555
819718485,-77.96808927,44.9917286,353.357
819718486,-77.95642233,45.00006192,352.3136
819718487,-77.93642164,45.00506166,352.5195
819718488,-77.92308812,45.01339503,361.0581
819718489,-77.91142143,45.02172855,364.3052
819718490,-77.89975464,45.030062,364.7796
819718491,-77.88975405,45.04172862,365.7207
819718492,-77.88642026,45.04672855,373.1628
819718493,-77.86641915,45.05506205,343.7997
819728176,-77.8580855,45.05839561,326.551
819728177,-77.86141941,45.06672907,329.4827
819728178,-77.85975276,45.07672917,328.5394
819728179,-77.86475272,45.08506269,333.8348
819728180,-77.87975297,45.09172963,341.1805
819728181,-77.87975307,45.10339647,343.0681
819728182,-77.86641984,45.1200634,346.9992
819728184,-77.86975417,45.1450634,352.3246
819728186,-77.90142261,45.16839636,368.1524
819728187,-77.90808971,45.17506297,401.0509
819728189,-77.91642391,45.19339622,473.3134
819728190,-77.92309111,45.20172951,503.8303
819728191,-77.92809143,45.20700727,481.0906
819728192,-77.93475864,45.21756276,454.2026
819728193,-77.93809227,45.23006267,432.8689
819728194,-77.92809191,45.23339598,432.0797
819728195,-77.90309092,45.23839594,423.8917
819728196,-77.87975668,45.24339596,420.5048
819728197,-77.86142261,45.25172935,370.7016
819728198,-77.84308867,45.25506271,351.12
819728199,-77.83475502,45.26672942,331.1997
819728200,-77.82642147,45.27839607,336.2167
819728201,-77.8164211,45.28839599,305.7093
819728203,-77.7930868,45.30339579,337.0435
819728204,-77.78308642,45.31339579,329.4092
819728205,-77.76641916,45.31672911,352.9546
819728206,-77.74641849,45.32172907,440.3037
819728207,-77.73308462,45.33172903,430.5181
819728208,-77.72141746,45.34506233,405.7981
819728209,-77.70641697,45.3533956,371.5179
819728210,-77.69641666,45.36006224,368.1832
819728211,-77.676416,45.36006229,312.5362
819728212,-77.6597487,45.36006234,316.1266
819728213,-77.63641456,45.36339551,290.3043
819728214,-77.61808065,45.36339533,286.4856
819728215,-77.61808074,45.37839526,288.5728
819728217,-77.63641487,45.40172833,289.2834
819728218,-77.64808205,45.40672824,295.0106
819728219,-77.65308205,45.42006134,288.3917
819728221,-77.67308291,45.44506086,314.4888
819728222,-77.67474992,45.45672738,295.2093
819728223,-77.66641655,45.46672733,299.2213
819728224,-77.66974966,45.48339409,301.4343
819728225,-77.67974995,45.48839416,298.8748
819738051,-77.66308268,45.48839409,303.9423
819738054,-77.60808038,45.50506078,308.6393
819738055,-77.59141313,45.50006076,314.5
819738056,-77.57474581,45.50506073,294.3082
819738057,-77.54641133,45.51672729,350.7007
819738058,-77.53307745,45.52172724,348.6072
819738060,-77.49974275,45.5333938,245.6245
819738062,-77.44640738,45.54172701,192.3202
819738063,-77.42974011,45.55006036,186.388
819738064,-77.42140652,45.56672704,172.8251
819738065,-77.42474003,45.5800604,185.4816
819738066,-77.44140698,45.60006039,178.2104
819738067,-77.44640697,45.61339362,187.5829
819738068,-77.46640742,45.61672702,179.8887
819738069,-77.48307446,45.62172706,174.6588
819738070,-77.49640822,45.61672718,171.9901
819738071,-77.50807524,45.61672723,175.0585
819738072,-77.52974258,45.61672734,175.1677
819738073,-77.54974282,45.62172746,175.842
819738074,-77.56640748,45.63006128,175.1757
819738075,-77.57140525,45.63339522,174.3899
819738076,-77.5747363,45.64672896,173.3654
819738077,-77.57973593,45.65839559,178.5258
819738078,-77.57473638,45.66672857,175.3348
819738079,-77.56307043,45.67172806,179.2365
819738080,-77.54140635,45.66672715,175.3888
819738081,-77.52974003,45.67506009,179.8565
819738082,-77.5080749,45.68839186,187.8272
819738084,-77.47140973,45.70005722,195.4587
819738085,-77.45474289,45.70505697,192.4356
819738087,-77.42140713,45.71672477,198.0768
819738088,-77.39973951,45.72505855,182.7569
819748355,-78.7964542,44.55839171,277.7999
819748359,-78.79478829,44.63505815,263.8454
819748360,-78.79645495,44.64505816,262.968
819748362,-78.80645455,44.69005811,278.8535
819748363,-78.82645586,44.72005808,269.5831
819748364,-78.83145564,44.74839187,280.7085
819748365,-78.81979065,44.76505919,287.642
819748366,-78.81479439,44.78839335,279.2189
819748367,-78.81479592,44.79839345,274.9773
819748368,-78.788127,44.82006012,285.0645
819748393,-78.85813055,45.41172035,411.2765
819748394,-78.84979683,45.42172031,410.6691
819748395,-78.83646299,45.42505359,421.8011
819748396,-78.82479585,45.4317202,429.9317
819748397,-78.81979559,45.44172018,440.4161
819748398,-78.80479493,45.45672011,418.947
819748399,-78.78479418,45.46838667,423.1754
819748400,-78.76646039,45.4783865,438.0338
819748401,-78.74979297,45.4883865,424.6747
819748402,-78.74312606,45.50005306,425.1396
819748403,-78.72812544,45.50671968,431.3884
819748404,-78.71812505,45.51671961,422.8926
819748405,-78.70645792,45.53005289,450.546
819748410,-78.63312146,45.55505278,466.8744
819748411,-78.61145402,45.55338603,444.3265
819748412,-78.58978656,45.55505261,439.1953
819748413,-78.5764527,45.56171922,454.4764
819748414,-78.55811867,45.56671915,470.6092
819748415,-78.53645045,45.56672204,464.7198
819748416,-78.5264497,45.57339069,410.9653
819748421,-78.4464462,45.57505986,402.2927
819748422,-78.42977882,45.57006023,399.8095
819748430,-78.2864386,45.57339586,430.2263
819748431,-78.27643865,45.56172908,414.6811
819748432,-78.26643864,45.54672897,402.2841
819748433,-78.26477163,45.53172915,400.3699
819748434,-78.26810321,45.51839675,401.6359
819748435,-78.25810251,45.50673027,410.4041
819748436,-78.23976841,45.49506371,393.0258
819748437,-78.22143445,45.48839698,403.9311
819748439,-78.18810033,45.49506331,483.7146
819748441,-78.15643287,45.50006302,417.9185
819748442,-78.1364323,45.49339624,446.9739
819748444,-78.10143139,45.48506266,374.5533
819748446,-78.06976385,45.4783958,395.1797
819748448,-78.02976246,45.49506223,455.183
819748449,-78.00976171,45.50006215,353.1047
819748450,-77.9797606,45.50339536,316.1912
819748451,-77.96142664,45.49839528,320.7767
819748452,-77.94642604,45.50672855,316.2698
819748453,-77.93142546,45.51172849,323.5579
819748454,-77.92142504,45.52172845,338.0596
819748456,-77.87642336,45.53172825,398.2719
819748457,-77.85475586,45.5400615,423.6253
819748459,-77.82808835,45.52339472,364.2512
819748460,-77.8147546,45.51339467,324.0203
819748462,-77.78308685,45.50672787,400.23
819748463,-77.76308615,45.50506113,361.5854
819748464,-77.74475217,45.50339438,304.2364
819748467,-77.69308378,45.49172751,307.0043
819758395,-77.49473977,44.54006139,195.4698
819758396,-77.49973989,44.55339476,231.3466
819758397,-77.51307347,44.57172824,255.554
819758398,-77.51640677,44.58006164,253.2199
819758399,-77.51973996,44.5917284,242.2387
819758400,-77.52640668,44.6050618,244.0396
819758401,-77.53640678,44.61839522,238.9165
819758402,-77.5447401,44.6317287,245.0896
819758403,-77.5497401,44.64339543,253.22
819758591,-78.08475826,44.7733946,320.736
819758592,-78.08142464,44.79006123,332.5515
819758593,-78.07642432,44.80506118,340.572
819758602,-77.94808598,44.84339398,338.3652
819758603,-77.92475192,44.83839402,312.5049
819758604,-77.90641887,44.84172896,330.4066
819758607,-77.85141778,44.85839704,321.4777
819758608,-77.82808352,44.86506361,316.1214
819758609,-77.80474928,44.86506352,327.8009
819758610,-77.7880819,44.87506344,339.6131
819758611,-77.76141413,44.88172998,353.6933
819758612,-77.73974662,44.8833966,348.4491
819758613,-77.72974621,44.88339657,345.9928
819758614,-77.70974537,44.8933965,353.123
819768076,-78.76812497,44.83339287,297.9729
819768077,-78.76645775,44.84672598,302.3026
819768078,-78.75979098,44.85505925,287.5329
819768079,-78.75645786,44.86672588,294.5547
819768080,-78.7464579,44.87839259,307.5325
819768081,-78.73479105,44.88839262,303.2449
819768083,-78.72645794,44.91339233,297.0105
819768084,-78.71812305,44.9233929,285.8091
819768085,-78.71312171,44.9417267,276.3146
819768086,-78.71812166,44.95506007,316.0608
819768087,-78.72478828,44.97006014,333.282
819768090,-78.70145228,45.01172701,317.7186
819768091,-78.69311749,45.02839375,313.5186
819768092,-78.68978376,45.04006046,332.116
819768093,-78.69478401,45.04506045,325.2591
819768094,-78.70145086,45.0583938,318.9036
819768095,-78.70645115,45.06839381,329.6655
819768096,-78.7381193,45.09172702,314.2196
819768097,-78.759787,45.10006029,327.3434
819768098,-78.76145343,45.11839365,340.5398
819768099,-78.76978699,45.1300603,370.8319
819768100,-78.7847878,45.13006011,380.0989
819768101,-78.80312281,45.12172588,348.4092
819768102,-78.80979009,45.11505896,336.4759
819768103,-78.8281266,45.12672145,338.6951
819768104,-78.84146114,45.13505377,337.1886
819768105,-78.84479443,45.15338712,342.1903
819768106,-78.85312811,45.16672043,347.8822
819768107,-78.85313019,45.18338757,347.1261
819768108,-78.85979777,45.19172098,370.1647
819768123,-78.70145414,44.94006023,307.0143
819768124,-78.68645297,44.94672702,341.4008
819768125,-78.66978485,44.94839379,342.9451
819768126,-78.64978307,44.9550604,342.1464
819768127,-78.63811589,44.96172698,344.8311
819768128,-78.62811543,44.97006021,353.7568
819768129,-78.61811484,44.98506019,368.5924
819768130,-78.61311441,45.00006031,372.2087
819768131,-78.6081141,45.01006032,321.5612
819768132,-78.59478022,45.01006029,345.0305
819778029,-78.49144146,45.16006025,365.8196
819778030,-78.50144178,45.16506029,366.5453
